ticker,endeks_adi,olcum_tarihi
KUYAS,BIST 100-30,2026-08-08
KUYAS,BIST TÜM,2026-08-08
KUYAS,BIST 50,2026-08-08
KUYAS,BIST İSTANBUL,2026-08-08
KUYAS,BIST 500,2026-08-08
KUYAS,BIST İNŞAAT,2026-08-08
KUYAS,BIST 100,2026-08-08
KZBGY,BIST YILDIZ,2026-08-08
KZBGY,BIST KATILIM 50,2026-08-08
KZBGY,BIST KATILIM 100,2026-08-08
KZBGY,BIST TÜM-100,2026-08-08
KZBGY,BIST 500,2026-08-08
KZBGY,BIST MALİ,2026-08-08
KZBGY,BIST TÜM,2026-08-08
KZBGY,BIST KATILIM TUM,2026-08-08
KZBGY,BIST GAYRİMENKUL YAT. ORT.,2026-08-08
KZGYO,BIST 500,2026-08-08
KZGYO,BIST TÜM-100,2026-08-08
KZGYO,BIST MALİ,2026-08-08
KZGYO,BIST TÜM,2026-08-08
KZGYO,BIST ANA,2026-08-08
KZGYO,BIST GAYRİMENKUL YAT. ORT.,2026-08-08
LIDER,BIST YILDIZ,2026-08-08
LIDER,BIST İSTANBUL,2026-08-08
LIDER,BIST TÜM,2026-08-08
LIDER,BIST HİZMETLER,2026-08-08
LIDER,BIST GERİ ALIM,2026-08-08
LIDER,BIST TÜM-100,2026-08-08
LIDER,BIST TEMETTÜ,2026-08-08
LIDER,BIST 500,2026-08-08
LIDFA,BIST FİN. KİR. FAKTORİNG,2026-08-08
LIDFA,BIST MALİ,2026-08-08
LIDFA,BIST 500,2026-08-08
LIDFA,BIST ANA,2026-08-08
LIDFA,BIST KURUMSAL YÖNETİM,2026-08-08
LIDFA,BIST TÜM-100,2026-08-08
LIDFA,BIST TÜM,2026-08-08
LILAK,BIST 500,2026-08-08
LILAK,BIST YILDIZ,2026-08-08
LILAK,BIST TÜM,2026-08-08
LILAK,"BIST ORMAN, KAĞIT, BASIM",2026-08-08
LILAK,BIST KURUMSAL YÖNETİM,2026-08-08
LILAK,BIST TEKİRDAĞ,2026-08-08
LILAK,BIST SINAİ,2026-08-08
LILAK,BIST TEMETTÜ,2026-08-08
LILAK,BIST TÜM-100,2026-08-08
LINK,BIST TEKNOLOJİ,2026-08-08
LINK,BIST TÜM,2026-08-08
LINK,BIST TÜM-100,2026-08-08
LINK,BIST İSTANBUL,2026-08-08
LINK,BIST BİLİŞİM,2026-08-08
LINK,BIST 500,2026-08-08
LINK,BIST YILDIZ,2026-08-08
LKMNH,BIST KATILIM TUM,2026-08-08
LKMNH,BIST 500,2026-08-08
LKMNH,BIST TEMETTU 5 YIL,2026-08-08
LKMNH,BIST ANKARA,2026-08-08
LKMNH,BIST ANA,2026-08-08
LKMNH,BIST TEMETTÜ,2026-08-08
LKMNH,BIST TÜM,2026-08-08
LKMNH,BIST HİZMETLER,2026-08-08
LKMNH,BIST KATILIM TEMETTU,2026-08-08
LKMNH,BIST GERİ ALIM,2026-08-08
LKMNH,BIST TEMETTU 10 YIL,2026-08-08
LKMNH,BIST TÜM-100,2026-08-08
LMKDC,BIST KATILIM TUM,2026-08-08
LMKDC,BIST KATILIM 100,2026-08-08
LMKDC,"BIST TAŞ, TOPRAK",2026-08-08
LMKDC,BIST TÜM,2026-08-08
LMKDC,BIST SINAİ,2026-08-08
LMKDC,BIST 500,2026-08-08
LMKDC,BIST YILDIZ,2026-08-08
LMKDC,BIST TÜM-100,2026-08-08
LOGO,BIST TÜM,2026-08-08
LOGO,BIST TEMETTU 5 YIL,2026-08-08
LOGO,BIST KATILIM 100,2026-08-08
LOGO,BIST YILDIZ,2026-08-08
LOGO,BIST KOCAELİ,2026-08-08
LOGO,BIST KATILIM TUM,2026-08-08
LOGO,BIST TÜM-100,2026-08-08
LOGO,BIST TEKNOLOJİ,2026-08-08
LOGO,BIST 500,2026-08-08
LOGO,BIST KURUMSAL YÖNETİM,2026-08-08
LOGO,BIST KATILIM TEMETTU,2026-08-08
LOGO,BIST SÜRDÜRÜLEBİLİRLİK KATILIM,2026-08-08
LOGO,BIST TEMETTÜ,2026-08-08
LOGO,BIST BİLİŞİM,2026-08-08
LOGO,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
LOGO,BIST GERİ ALIM,2026-08-08
LRSHO,BIST 500,2026-08-08
LRSHO,BIST HOLDİNG VE YATIRIM,2026-08-08
LRSHO,BIST YILDIZ,2026-08-08
LRSHO,BIST TÜM,2026-08-08
LRSHO,BIST TÜM-100,2026-08-08
LRSHO,BIST MALİ,2026-08-08
LRSHO,BIST KONYA,2026-08-08
LUKSK,"BIST TEKSTİL, DERİ",2026-08-08
LUKSK,BIST KAYSERİ,2026-08-08
LUKSK,BIST TÜM-100,2026-08-08
LUKSK,BIST TÜM,2026-08-08
LUKSK,BIST SINAİ,2026-08-08
LUKSK,BIST KOBI SANAYİ,2026-08-08
LUKSK,BIST ANA,2026-08-08
LXGYO,BIST ANA,2026-08-08
LXGYO,BIST TÜM-100,2026-08-08
LXGYO,BIST HALKA ARZ,2026-08-08
LXGYO,BIST KATILIM TUM,2026-08-08
LXGYO,BIST GAYRİMENKUL YAT. ORT.,2026-08-08
LXGYO,BIST MALİ,2026-08-08
LXGYO,BIST TÜM,2026-08-08
LXGYO,BIST 500,2026-08-08
LYDHO,BIST İSTANBUL,2026-08-08
LYDHO,BIST TÜM,2026-08-08
LYDHO,BIST YILDIZ,2026-08-08
LYDHO,BIST 500,2026-08-08
LYDHO,BIST TÜM-100,2026-08-08
LYDHO,BIST MALİ,2026-08-08
LYDHO,BIST HOLDİNG VE YATIRIM,2026-08-08
LYDYE,BIST 500,2026-08-08
LYDYE,BIST ANA,2026-08-08
LYDYE,BIST ELEKTRİK,2026-08-08
LYDYE,BIST TÜM-100,2026-08-08
LYDYE,BIST HİZMETLER,2026-08-08
LYDYE,BIST TÜM,2026-08-08
MAALT,BIST ANTALYA,2026-08-08
MAALT,BIST TURİZM,2026-08-08
MAALT,BIST KONAKLAMA,2026-08-08
MAALT,BIST TÜM,2026-08-08
MAALT,BIST HİZMETLER,2026-08-08
MAALT,BIST TÜM-100,2026-08-08
MAALT,BIST ANA,2026-08-08
MAALT,BIST 500,2026-08-08
MACKO,BIST HİZMETLER,2026-08-08
MACKO,BIST TÜM-100,2026-08-08
MACKO,BIST TEMETTÜ,2026-08-08
MACKO,BIST İSTANBUL,2026-08-08
MACKO,BIST TÜM,2026-08-08
MACKO,BIST 500,2026-08-08
MACKO,BIST ANA,2026-08-08
MAGEN,BIST KATILIM 100,2026-08-08
MAGEN,BIST 500,2026-08-08
MAGEN,BIST GERİ ALIM,2026-08-08
MAGEN,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
MAGEN,BIST 100-30,2026-08-08
MAGEN,BIST HİZMETLER,2026-08-08
MAGEN,BIST KATILIM 50,2026-08-08
MAGEN,BIST ANKARA,2026-08-08
MAGEN,BIST SÜRDÜRÜLEBİLİRLİK KATILIM,2026-08-08
MAGEN,BIST KATILIM TUM,2026-08-08
MAGEN,BIST 100,2026-08-08
MAGEN,BIST TÜM,2026-08-08
MAGEN,BIST ELEKTRİK,2026-08-08
MAGEN,BIST YILDIZ,2026-08-08
MAKIM,BIST ANA,2026-08-08
MAKIM,BIST TÜM-100,2026-08-08
MAKIM,"BIST METAL EŞYA, MAKİNA",2026-08-08
MAKIM,BIST 500,2026-08-08
MAKIM,BIST ANKARA,2026-08-08
MAKIM,BIST KATILIM TUM,2026-08-08
MAKIM,BIST TÜM,2026-08-08
MAKIM,BIST SINAİ,2026-08-08
MAKTK,BIST ANA,2026-08-08
MAKTK,BIST TÜM,2026-08-08
MAKTK,BIST KOCAELİ,2026-08-08
MAKTK,"BIST METAL EŞYA, MAKİNA",2026-08-08
MAKTK,BIST SINAİ,2026-08-08
MAKTK,BIST TÜM-100,2026-08-08
MAKTK,BIST 500,2026-08-08
MANAS,BIST ANA,2026-08-08
MANAS,BIST ANKARA,2026-08-08
MANAS,BIST TÜM-100,2026-08-08
MANAS,BIST TÜM,2026-08-08
MANAS,BIST BİLİŞİM,2026-08-08
MANAS,BIST 500,2026-08-08
MANAS,BIST TEKNOLOJİ,2026-08-08
MARBL,"BIST TAŞ, TOPRAK",2026-08-08
MARBL,BIST TÜM,2026-08-08
MARBL,BIST 500,2026-08-08
MARBL,BIST KATILIM TUM,2026-08-08
MARBL,BIST TÜM-100,2026-08-08
MARBL,BIST ANA,2026-08-08
MARBL,BIST SINAİ,2026-08-08
MARKA,BIST HOLDİNG VE YATIRIM,2026-08-08
MARKA,BIST TÜM-100,2026-08-08
MARKA,BIST MALİ,2026-08-08
MARKA,BIST İSTANBUL,2026-08-08
MARKA,BIST ANA,2026-08-08
MARKA,BIST TÜM,2026-08-08
MARKA,BIST 500,2026-08-08
MARMR,BIST TÜM-100,2026-08-08
MARMR,BIST TÜM,2026-08-08
MARMR,BIST KOCAELİ,2026-08-08
MARMR,BIST SINAİ,2026-08-08
MARMR,BIST ANA,2026-08-08
MARMR,"BIST KİMYA, PETROL, PLASTİK",2026-08-08
MARMR,BIST 500,2026-08-08
MARTI,BIST ANTALYA,2026-08-08
MARTI,BIST HİZMETLER,2026-08-08
MARTI,BIST TÜM,2026-08-08
MARTI,BIST 500,2026-08-08
MARTI,BIST TURİZM,2026-08-08
MARTI,BIST ANA,2026-08-08
MARTI,BIST KONAKLAMA,2026-08-08
MARTI,BIST TÜM-100,2026-08-08
MASFN,BIST ELEKTRİK,2026-08-08
MASFN,BIST HİZMETLER,2026-08-08
MASFN,BIST YILDIZ,2026-08-08
MASFN,BIST TÜM,2026-08-08
MASFN,BIST HALKA ARZ,2026-08-08
MASFN,BIST TÜM-100,2026-08-08
MAVI,BIST PERAKENDE TICARET,2026-08-08
MAVI,BIST KATILIM TEMETTU,2026-08-08
MAVI,BIST KATILIM TUM,2026-08-08
MAVI,BIST SÜRDÜRÜLEBİLİRLİK 25,2026-08-08
MAVI,BIST TEMETTÜ,2026-08-08
MAVI,BIST HİZMETLER,2026-08-08
MAVI,BIST SÜRDÜRÜLEBİLİRLİK KATILIM,2026-08-08
MAVI,BIST TEMETTÜ 25,2026-08-08
MAVI,BIST TİCARET,2026-08-08
MAVI,BIST 100,2026-08-08
MAVI,BIST KATILIM 50,2026-08-08
MAVI,BIST 500,2026-08-08
MAVI,BIST TEMETTU 5 YIL,2026-08-08
MAVI,BIST TÜM,2026-08-08
MAVI,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
MAVI,BIST KATILIM 100,2026-08-08
MAVI,BIST YILDIZ,2026-08-08
MAVI,BIST KATILIM 30,2026-08-08
MAVI,BIST 100-30,2026-08-08
MCARD,BIST İSTANBUL,2026-08-08
MCARD,BIST KATILIM TEMETTU,2026-08-08
MCARD,BIST ANA,2026-08-08
MCARD,BIST KATILIM TUM,2026-08-08
MCARD,BIST BİLİŞİM,2026-08-08
MCARD,BIST HALKA ARZ,2026-08-08
MCARD,BIST TÜM,2026-08-08
MCARD,BIST TÜM-100,2026-08-08
MCARD,BIST TEMETTÜ,2026-08-08
MCARD,BIST 500,2026-08-08
MCARD,BIST TEKNOLOJİ,2026-08-08
MEDTR,BIST TÜM-100,2026-08-08
MEDTR,BIST SINAİ,2026-08-08
MEDTR,"BIST KİMYA, PETROL, PLASTİK",2026-08-08
MEDTR,BIST KATILIM TEMETTU,2026-08-08
MEDTR,BIST KATILIM TUM,2026-08-08
MEDTR,BIST 500,2026-08-08
MEDTR,BIST TÜM,2026-08-08
MEDTR,BIST İZMİR,2026-08-08
MEDTR,BIST ANA,2026-08-08
MEGMT,BIST KATILIM TUM,2026-08-08
MEGMT,BIST KAYSERİ,2026-08-08
MEGMT,BIST METAL ANA,2026-08-08
MEGMT,BIST 500,2026-08-08
MEGMT,BIST TÜM,2026-08-08
MEGMT,BIST TÜM-100,2026-08-08
MEGMT,BIST SINAİ,2026-08-08
MEGMT,BIST YILDIZ,2026-08-08
MEGMT,BIST KATILIM 100,2026-08-08
MEKAG,BIST SINAİ,2026-08-08
MEKAG,BIST ANA,2026-08-08
MEKAG,"BIST METAL EŞYA, MAKİNA",2026-08-08
MEKAG,BIST ANKARA,2026-08-08
MEKAG,BIST KATILIM TUM,2026-08-08
MEKAG,BIST TÜM,2026-08-08
MEKAG,BIST 500,2026-08-08
MEKAG,BIST TÜM-100,2026-08-08
MEPET,BIST PERAKENDE TICARET,2026-08-08
MEPET,BIST TÜM,2026-08-08
MEPET,BIST TÜM-100,2026-08-08
MEPET,BIST TİCARET,2026-08-08
MEPET,BIST HİZMETLER,2026-08-08
MEPET,BIST GERİ ALIM,2026-08-08
MERCN,BIST KATILIM 100,2026-08-08
MERCN,BIST TÜM,2026-08-08
MERCN,BIST DENİZLİ,2026-08-08
MERCN,BIST TEMETTU 5 YIL,2026-08-08
MERCN,BIST ANA,2026-08-08
MERCN,BIST TÜM-100,2026-08-08
MERCN,BIST KATILIM TUM,2026-08-08
MERCN,BIST 500,2026-08-08
MERCN,BIST SINAİ,2026-08-08
MERCN,"BIST KİMYA, PETROL, PLASTİK",2026-08-08
MERCN,BIST GERİ ALIM,2026-08-08
MERIT,BIST İSTANBUL,2026-08-08
MERIT,BIST TÜM,2026-08-08
MERIT,BIST HİZMETLER,2026-08-08
MERIT,BIST YILDIZ,2026-08-08
MERIT,BIST TURİZM,2026-08-08
MERIT,BIST 500,2026-08-08
MERIT,BIST KONAKLAMA,2026-08-08
MERIT,BIST TEMETTÜ,2026-08-08
MERIT,BIST TÜM-100,2026-08-08
MERKO,BIST SINAİ,2026-08-08
MERKO,BIST ANA,2026-08-08
MERKO,BIST 500,2026-08-08
MERKO,BIST TÜM-100,2026-08-08
MERKO,BIST KATILIM TUM,2026-08-08
MERKO,BIST BURSA,2026-08-08
MERKO,"BIST GIDA, İÇECEK",2026-08-08
MERKO,BIST GERİ ALIM,2026-08-08
MERKO,BIST TÜM,2026-08-08
METEN,BIST ELEKTRİK,2026-08-08
METEN,BIST TÜM-100,2026-08-08
METEN,BIST İZMİR,2026-08-08
METEN,BIST HİZMETLER,2026-08-08
METEN,BIST YILDIZ,2026-08-08
METEN,BIST TÜM,2026-08-08
METEN,BIST HALKA ARZ,2026-08-08
METRO,BIST HOLDİNG VE YATIRIM,2026-08-08
METRO,BIST İSTANBUL,2026-08-08
METRO,BIST TÜM,2026-08-08
METRO,BIST 500,2026-08-08
METRO,BIST MALİ,2026-08-08
METRO,BIST TÜM-100,2026-08-08
METRO,BIST ANA,2026-08-08
METRO,BIST GERİ ALIM,2026-08-08
MEYSU,BIST HALKA ARZ,2026-08-08
MEYSU,BIST 500,2026-08-08
MEYSU,BIST SINAİ,2026-08-08
MEYSU,BIST ANA,2026-08-08
MEYSU,"BIST GIDA, İÇECEK",2026-08-08
MEYSU,BIST TÜM-100,2026-08-08
MEYSU,BIST KATILIM 100,2026-08-08
MEYSU,BIST KAYSERİ,2026-08-08
MEYSU,BIST TÜM,2026-08-08
MEYSU,BIST KATILIM TUM,2026-08-08
MGROS,BIST 100,2026-08-08
MGROS,BIST PERAKENDE TICARET,2026-08-08
MGROS,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
MGROS,BIST TİCARET,2026-08-08
MGROS,BIST TÜM,2026-08-08
MGROS,BIST YILDIZ,2026-08-08
MGROS,BIST KURUMSAL YÖNETİM,2026-08-08
MGROS,BIST HİZMETLER,2026-08-08
MGROS,BIST TEMETTÜ,2026-08-08
MGROS,BIST 50,2026-08-08
MGROS,BIST 500,2026-08-08
MGROS,BIST 30,2026-08-08
MGROS,BIST SÜRDÜRÜLEBİLİRLİK 25,2026-08-08
MHRGY,BIST TÜM,2026-08-08
MHRGY,BIST ANA,2026-08-08
MHRGY,BIST MALİ,2026-08-08
MHRGY,BIST KURUMSAL YÖNETİM,2026-08-08
MHRGY,BIST TÜM-100,2026-08-08
MHRGY,BIST 500,2026-08-08
MHRGY,BIST GAYRİMENKUL YAT. ORT.,2026-08-08
MIATK,BIST YILDIZ,2026-08-08
MIATK,BIST ANKARA,2026-08-08
MIATK,BIST 100-30,2026-08-08
MIATK,BIST 50,2026-08-08
MIATK,BIST TÜM,2026-08-08
MIATK,BIST TEKNOLOJİ,2026-08-08
MIATK,BIST 500,2026-08-08
MIATK,BIST BİLİŞİM,2026-08-08
MIATK,BIST 100,2026-08-08
MNDRS,BIST TÜM-100,2026-08-08
MNDRS,BIST 500,2026-08-08
MNDRS,BIST TÜM,2026-08-08
MNDRS,BIST ANA,2026-08-08
MNDRS,BIST DENİZLİ,2026-08-08
MNDRS,"BIST TEKSTİL, DERİ",2026-08-08
MNDRS,BIST SINAİ,2026-08-08
MNDTR,BIST İZMİR,2026-08-08
MNDTR,"BIST ORMAN, KAĞIT, BASIM",2026-08-08
MNDTR,BIST SINAİ,2026-08-08
MNDTR,BIST TÜM-100,2026-08-08
MNDTR,BIST TÜM,2026-08-08
MNDTR,BIST KATILIM TUM,2026-08-08
MNDTR,BIST 500,2026-08-08
MNDTR,BIST ANA,2026-08-08
MOBTL,BIST İSTANBUL,2026-08-08
MOBTL,BIST TÜM,2026-08-08
MOBTL,BIST KATILIM TUM,2026-08-08
MOBTL,BIST TEKNOLOJİ,2026-08-08
MOBTL,BIST 500,2026-08-08
MOBTL,BIST YILDIZ,2026-08-08
MOBTL,BIST BİLİŞİM,2026-08-08
MOBTL,BIST TÜM-100,2026-08-08
MOGAN,BIST HİZMETLER,2026-08-08
MOGAN,BIST YILDIZ,2026-08-08
MOGAN,BIST ANKARA,2026-08-08
MOGAN,BIST TÜM-100,2026-08-08
MOGAN,BIST 500,2026-08-08
MOGAN,BIST ELEKTRİK,2026-08-08
MOGAN,BIST TÜM,2026-08-08
MOPAS,BIST HALKA ARZ,2026-08-08
MOPAS,BIST HİZMETLER,2026-08-08
MOPAS,BIST PERAKENDE TICARET,2026-08-08
MOPAS,BIST TİCARET,2026-08-08
MOPAS,BIST 500,2026-08-08
MOPAS,BIST TÜM-100,2026-08-08
MOPAS,BIST YILDIZ,2026-08-08
MOPAS,BIST TÜM,2026-08-08
MOPAS,BIST KATILIM 100,2026-08-08
MOPAS,BIST KATILIM TUM,2026-08-08
MPARK,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
MPARK,BIST KATILIM 100,2026-08-08
MPARK,BIST 100-30,2026-08-08
MPARK,BIST 100,2026-08-08
MPARK,BIST 500,2026-08-08
MPARK,BIST KATILIM 50,2026-08-08
MPARK,BIST TÜM,2026-08-08
MPARK,BIST HİZMETLER,2026-08-08
MPARK,BIST İSTANBUL,2026-08-08
MPARK,BIST SÜRDÜRÜLEBİLİRLİK KATILIM,2026-08-08
MPARK,BIST YILDIZ,2026-08-08
MPARK,BIST KATILIM TUM,2026-08-08
MRGYO,BIST GAYRİMENKUL YAT. ORT.,2026-08-08
MRGYO,BIST MALİ,2026-08-08
MRGYO,BIST ANA,2026-08-08
MRGYO,BIST 500,2026-08-08
MRGYO,BIST TÜM-100,2026-08-08
MRGYO,BIST TÜM,2026-08-08
MRSHL,BIST KOCAELİ,2026-08-08
MRSHL,BIST TÜM-100,2026-08-08
MRSHL,BIST ANA,2026-08-08
MRSHL,"BIST KİMYA, PETROL, PLASTİK",2026-08-08
MRSHL,BIST SINAİ,2026-08-08
MRSHL,BIST 500,2026-08-08
MRSHL,BIST TÜM,2026-08-08
MSGYO,BIST TEMETTU 5 YIL,2026-08-08
MSGYO,BIST 500,2026-08-08
MSGYO,BIST TÜM-100,2026-08-08
MSGYO,BIST MALİ,2026-08-08
MSGYO,BIST TEMETTÜ,2026-08-08
MSGYO,BIST GAYRİMENKUL YAT. ORT.,2026-08-08
MSGYO,BIST TÜM,2026-08-08
MSGYO,BIST ANA,2026-08-08
MTRKS,BIST TEMETTÜ,2026-08-08
MTRKS,BIST ANA,2026-08-08
MTRKS,BIST TÜM-100,2026-08-08
MTRKS,BIST 500,2026-08-08
MTRKS,BIST TEMETTU 5 YIL,2026-08-08
MTRKS,BIST TEKNOLOJİ,2026-08-08
MTRKS,BIST BİLİŞİM,2026-08-08
MTRKS,BIST TÜM,2026-08-08
MTRKS,BIST İSTANBUL,2026-08-08
MTRYO,BIST MENKUL KIYM Y.O.,2026-08-08
MZHLD,BIST HOLDİNG VE YATIRIM,2026-08-08
MZHLD,BIST TÜM,2026-08-08
MZHLD,BIST İZMİR,2026-08-08
MZHLD,BIST TÜM-100,2026-08-08
MZHLD,BIST MALİ,2026-08-08
NATEN,BIST ELEKTRİK,2026-08-08
NATEN,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
NATEN,BIST TÜM,2026-08-08
NATEN,BIST HİZMETLER,2026-08-08
NATEN,BIST TÜM-100,2026-08-08
NATEN,BIST ANKARA,2026-08-08
NATEN,BIST YILDIZ,2026-08-08
NATEN,BIST 500,2026-08-08
NETAS,BIST BİLİŞİM,2026-08-08
NETAS,BIST İSTANBUL,2026-08-08
NETAS,BIST KATILIM TUM,2026-08-08
NETAS,BIST TÜM,2026-08-08
NETAS,BIST ANA,2026-08-08
NETAS,BIST TÜM-100,2026-08-08
NETAS,BIST TEKNOLOJİ,2026-08-08
NETAS,BIST KURUMSAL YÖNETİM,2026-08-08
NETAS,BIST 500,2026-08-08
NETCD,BIST BİLİŞİM,2026-08-08
NETCD,BIST KATILIM TUM,2026-08-08
NETCD,BIST YILDIZ,2026-08-08
NETCD,BIST ANKARA,2026-08-08
NETCD,BIST TEKNOLOJİ,2026-08-08
NETCD,BIST KATILIM 100,2026-08-08
NETCD,BIST 500,2026-08-08
NETCD,BIST KATILIM 50,2026-08-08
NETCD,BIST TÜM-100,2026-08-08
NETCD,BIST TÜM,2026-08-08
NETCD,BIST TEMETTÜ,2026-08-08
NETCD,BIST HALKA ARZ,2026-08-08
NIBAS,BIST SINAİ,2026-08-08
NIBAS,BIST TÜM-100,2026-08-08
NIBAS,BIST KOBI SANAYİ,2026-08-08
NIBAS,BIST TÜM,2026-08-08
NIBAS,BIST ANA,2026-08-08
NIBAS,"BIST TAŞ, TOPRAK",2026-08-08
NIBAS,BIST 500,2026-08-08
NTGAZ,BIST HİZMETLER,2026-08-08
NTGAZ,BIST KURUMSAL YÖNETİM,2026-08-08
NTGAZ,BIST TEMETTU 5 YIL,2026-08-08
NTGAZ,BIST TÜM-100,2026-08-08
NTGAZ,BIST TEMETTÜ,2026-08-08
NTGAZ,BIST 500,2026-08-08
NTGAZ,BIST ELEKTRİK,2026-08-08
NTGAZ,BIST YILDIZ,2026-08-08
NTGAZ,BIST İSTANBUL,2026-08-08
NTGAZ,BIST KATILIM TUM,2026-08-08
NTGAZ,BIST KATILIM 100,2026-08-08
NTGAZ,BIST KATILIM TEMETTU,2026-08-08
NTGAZ,BIST TÜM,2026-08-08
NTHOL,BIST GERİ ALIM,2026-08-08
NTHOL,BIST MALİ,2026-08-08
NTHOL,BIST YILDIZ,2026-08-08
NTHOL,BIST HOLDİNG VE YATIRIM,2026-08-08
NTHOL,BIST İSTANBUL,2026-08-08
NTHOL,BIST TÜM-100,2026-08-08
NTHOL,BIST TÜM,2026-08-08
NTHOL,BIST 500,2026-08-08
NUGYO,BIST TÜM,2026-08-08
NUGYO,BIST TÜM-100,2026-08-08
NUGYO,BIST GAYRİMENKUL YAT. ORT.,2026-08-08
NUGYO,BIST MALİ,2026-08-08
NUGYO,BIST 500,2026-08-08
NUGYO,BIST ANA,2026-08-08
NUHCM,BIST TÜM-100,2026-08-08
NUHCM,BIST 500,2026-08-08
NUHCM,BIST YILDIZ,2026-08-08
NUHCM,BIST SINAİ,2026-08-08
NUHCM,BIST TEMETTU 5 YIL,2026-08-08
NUHCM,BIST SÜRDÜRÜLEBİLİRLİK,2026-08-08
NUHCM,BIST KOCAELİ,2026-08-08
NUHCM,"BIST TAŞ, TOPRAK",2026-08-08
NUHCM,BIST TÜM,2026-08-08
NUHCM,BIST TEMETTU 10 YIL,2026-08-08
NUHCM,BIST TEMETTÜ,2026-08-08
OBAMS,BIST 100-30,2026-08-08
OBAMS,"BIST GIDA, İÇECEK",2026-08-08
OBAMS,BIST KATILIM 50,2026-08-08
OBAMS,BIST KATILIM 100,2026-08-08
OBAMS,BIST 100,2026-08-08
OBAMS,BIST KATILIM TUM,2026-08-08
OBAMS,BIST SINAİ,2026-08-08
OBAMS,BIST KATILIM 30,2026-08-08
OBAMS,BIST 500,2026-08-08
OBAMS,BIST YILDIZ,2026-08-08
OBAMS,BIST TÜM,2026-08-08
OBASE,BIST TEKNOLOJİ,2026-08-08
OBASE,BIST TÜM-100,2026-08-08
OBASE,BIST TÜM,2026-08-08
OBASE,BIST İSTANBUL,2026-08-08
OBASE,BIST ANA,2026-08-08
OBASE,BIST KATILIM TUM,2026-08-08
OBASE,BIST BİLİŞİM,2026-08-08
ODAS,BIST HİZMETLER,2026-08-08
ODAS,BIST 100,2026-08-08
ODAS,BIST KURUMSAL YÖNETİM,2026-08-08
ODAS,BIST ELEKTRİK,2026-08-08
ODAS,BIST YILDIZ,2026-08-08
ODAS,BIST TÜM,2026-08-08
ODAS,BIST 500,2026-08-08
ODAS,BIST 100-30,2026-08-08
ODINE,BIST KURUMSAL YÖNETİM,2026-08-08
ODINE,BIST İSTANBUL,2026-08-08
ODINE,BIST YILDIZ,2026-08-08
ODINE,BIST TÜM,2026-08-08
ODINE,BIST BİLİŞİM,2026-08-08
ODINE,BIST 100,2026-08-08
ODINE,BIST 100-30,2026-08-08
ODINE,BIST 500,2026-08-08
ODINE,BIST TEKNOLOJİ,2026-08-08
OFSYM,BIST 500,2026-08-08
OFSYM,BIST TÜM,2026-08-08
OFSYM,BIST SINAİ,2026-08-08
OFSYM,BIST ANA,2026-08-08
OFSYM,BIST TÜM-100,2026-08-08
OFSYM,"BIST GIDA, İÇECEK",2026-08-08
OFSYM,BIST ANKARA,2026-08-08
OMD,BIST ANA,2026-08-08
OMD,BIST TÜM,2026-08-08
OMD,BIST TÜM-100,2026-08-08
OMD,BIST 500,2026-08-08
OMD,BIST TEMETTU 5 YIL,2026-08-08
OMD,BIST ARACI KURUM,2026-08-08
OMD,BIST MALİ,2026-08-08
OMD,BIST TEMETTÜ,2026-08-08
ONCSM,"BIST KİMYA, PETROL, PLASTİK",2026-08-08
ONCSM,BIST SINAİ,2026-08-08
ONCSM,BIST TÜM-100,2026-08-08
ONCSM,BIST KATILIM TUM,2026-08-08
ONCSM,BIST KOBI SANAYİ,2026-08-08
ONCSM,BIST 500,2026-08-08
ONCSM,BIST TÜM,2026-08-08
ONCSM,BIST ANA,2026-08-08
ONCSM,BIST ANKARA,2026-08-08
ONRYT,BIST 500,2026-08-08
ONRYT,BIST TÜM,2026-08-08
ONRYT,BIST KURUMSAL YÖNETİM,2026-08-08
ONRYT,BIST ANKARA,2026-08-08
ONRYT,BIST TÜM-100,2026-08-08
ONRYT,BIST TEKNOLOJİ,2026-08-08
ONRYT,BIST ANA,2026-08-08
ORCAY,"BIST GIDA, İÇECEK",2026-08-08
ORCAY,BIST KOBI SANAYİ,2026-08-08
ORCAY,BIST SINAİ,2026-08-08
ORCAY,BIST TÜM-100,2026-08-08
ORCAY,BIST TÜM,2026-08-08
ORGE,BIST İNŞAAT,2026-08-08
ORGE,BIST YILDIZ,2026-08-08
ORGE,BIST KATILIM 100,2026-08-08
ORGE,BIST 500,2026-08-08
ORGE,BIST İSTANBUL,2026-08-08
ORGE,BIST KATILIM TUM,2026-08-08
ORGE,BIST TÜM,2026-08-08
ORGE,BIST HİZMETLER,2026-08-08
ORGE,BIST GERİ ALIM,2026-08-08
ORGE,BIST TÜM-100,2026-08-08
ORZAX,BIST TÜM,2026-08-08
ORZAX,BIST TÜM-100,2026-08-08
ORZAX,BIST İSTANBUL,2026-08-08
ORZAX,"BIST KİMYA, PETROL, PLASTİK",2026-08-08
